ALL_Supplier_ID,Store_number,Order_date,Total_weight_sum,Total_cost_sum,Carrier_Y,Carrier_X,Order_cost
A,1,2014-11-24,26533.98,3184.08,3184.08,2540,2540
A,2,2014-11-24,20979.42,1468.56,2517.53,2540,2517.53
A,1,2014-12-01,29519.82,3542.38,3542.38,2540,2540
A,2,2014-12-01,26992.68,1889.49,3239.12,2540,2540
A,1,2014-12-08,26285.82,3154.29,3154.3,2540,2540
A,2,2014-12-08,20623.02,1443.62,2474.76,2540,2474.76
A,1,2014-12-15,28862.46,3463.5,3463.5,2540,2540
A,2,2014-12-15,23612.16,1652.85,2833.46,2540,2540
A,1,2014-12-22,27740.46,3328.85,3328.86,2540,2540
A,2,2014-12-22,25800.72,1806.05,3096.09,2540,2540
A,1,2014-12-29,32198.76,3863.84,3863.85,2540,2540
A,2,2014-12-29,30230.64,2116.15,3627.68,2540,2540
A,1,2015-01-05,29049.24,3485.91,3485.91,2540,2540
A,2,2015-01-05,23072.94,1615.11,2768.75,2540,2540
A,1,2015-01-12,24180.42,2901.64,2901.65,2540,2540
A,2,2015-01-12,18472.08,1293.05,2216.65,2540,2216.65
A,1,2015-01-19,25621.2,3074.55,3074.54,2540,2540
A,2,2015-01-19,18836.4,1318.55,2260.37,2540,2260.37
A,1,2015-01-26,27811.74,3337.41,3337.41,2540,2540
A,2,2015-01-26,23279.52,1629.56,2793.54,2540,2540
A,1,2015-02-02,26311.56,3157.39,3157.39,2540,2540
A,2,2015-02-02,21408.42,1498.58,2569.01,2540,2540
A,1,2015-02-09,29892.72,3587.13,3587.13,2540,2540
A,2,2015-02-09,26631.66,1864.21,3195.8,2540,2540
A,1,2015-02-16,25476.66,3057.2,3057.2,2540,2540
A,2,2015-02-16,21456.6,1501.97,2574.79,2540,2540
A,1,2015-02-23,25735.38,3088.25,3088.25,2540,2540
A,2,2015-02-23,17645.76,1235.2,2117.49,2540,2117.49
A,1,2015-03-02,26326.08,3159.13,3159.13,2540,2540
A,2,2015-03-02,19092.48,1336.47,2291.1,2540,2291.1
A,1,2015-03-09,36147.54,4337.7,4337.7,2540,2540
A,2,2015-03-09,31704.42,2219.31,3804.53,2540,2540
A,1,2015-03-16,29701.32,3564.16,3564.16,2540,2540
A,2,2015-03-16,26067.36,1824.72,3128.08,2540,2540
A,1,2015-03-23,25089.24,3010.7,3010.71,2540,2540
A,2,2015-03-23,21941.7,1535.92,2633,2540,2540
A,1,2015-03-30,27933.84,3352.06,3352.06,2540,2540
A,2,2015-03-30,21624.9,1513.74,2594.99,2540,2540
A,1,2015-04-06,30637.86,3676.55,3676.54,2540,2540
A,2,2015-04-06,27310.8,1911.76,3277.3,2540,2540
A,1,2015-04-13,28971.36,3476.56,3476.56,2540,2540
A,2,2015-04-13,24109.8,1687.68,2893.18,2540,2540
A,1,2015-04-20,29678.22,3561.39,3561.39,2540,2540
A,2,2015-04-20,26148.54,1830.41,3137.82,2540,2540
A,1,2015-04-27,31339.44,3760.73,3760.73,2540,2540
A,2,2015-04-27,23869.56,1670.87,2864.35,2540,2540
A,1,2015-05-04,29393.76,3527.25,3527.25,2540,2540
A,2,2015-05-04,24775.08,1734.26,2973.01,2540,2540
A,1,2015-05-11,33550.44,4026.06,4026.05,2540,2540
A,2,2015-05-11,27684.36,1937.91,3322.12,2540,2540
A,1,2015-05-18,32798.7,3935.84,3935.84,2540,2540
A,2,2015-05-18,28011.72,1960.82,3361.41,2540,2540
A,1,2015-05-25,32254.86,3870.58,3870.58,2540,2540
A,2,2015-05-25,29024.82,2031.74,3482.98,2540,2540
A,1,2015-06-01,32087.22,3850.46,3850.47,2540,2540
A,2,2015-06-01,27857.94,1950.06,3342.95,2540,2540
A,1,2015-06-08,32382.24,3885.87,3885.87,2540,2540
A,2,2015-06-08,27033.6,1892.35,3244.03,2540,2540
A,1,2015-06-15,32192.16,3863.06,3863.06,2540,2540
A,2,2015-06-15,30324.36,2122.71,3638.92,2540,2540
A,1,2015-06-22,30445.8,3653.5,3653.5,2540,2540
A,2,2015-06-22,22742.28,1591.96,2729.07,2540,2540
A,1,2015-06-29,35019.6,4202.36,4202.35,2540,2540
A,2,2015-06-29,26299.68,1840.98,3155.96,2540,2540
A,1,2015-07-06,35467.74,4256.12,4256.13,2540,2540
A,2,2015-07-06,31194.9,2183.64,3743.39,2540,2540
A,1,2015-07-13,34925.88,4191.11,4191.11,2540,2540
A,2,2015-07-13,27820.32,1947.41,3338.44,2540,2540
A,1,2015-07-20,33090.42,3970.85,3970.85,2540,2540
A,2,2015-07-20,29051.88,2033.64,3486.23,2540,2540
A,1,2015-07-27,31401.48,3768.18,3768.18,2540,2540
A,2,2015-07-27,27854.64,1949.83,3342.56,2540,2540
