ALL_Supplier_ID,Store_number,Order_date,Total_weight_sum,Total_cost_sum,Carrier_Y,Carrier_X,Order_cost
A,1,2014-11-24,44127.49,5295.3,5295.3,5080,5080
A,2,2014-11-24,39239.42,2746.76,4708.73,2540,2540
A,1,2014-12-01,46994.64,5639.36,5639.36,5080,5080
A,2,2014-12-01,47790.82,3345.36,5734.9,5080,5080
A,1,2014-12-08,42592,5111.03,5111.04,2540,2540
A,2,2014-12-08,42407.2,2968.51,5088.86,2540,2540
A,1,2014-12-15,47633.74,5716.05,5716.05,5080,5080
A,2,2014-12-15,43615.99,3053.12,5233.92,2540,2540
A,1,2014-12-22,47077.8,5649.33,5649.34,5080,5080
A,2,2014-12-22,49374.38,3446.05,5924.93,5080,5080
A,1,2014-12-29,51390.02,6166.79,6166.8,5080,5080
A,2,2014-12-29,56296.79,3756.15,6755.61,5080,5080
A,1,2015-01-05,50322.14,6025.91,6038.66,5080,5080
A,2,2015-01-05,49531.68,3255.11,5943.8,5080,5080
A,1,2015-01-12,40194.44,4823.32,4823.33,2540,2540
A,2,2015-01-12,34376.54,2406.36,4125.18,2540,2540
A,1,2015-01-19,39444.02,4733.29,4733.28,2540,2540
A,2,2015-01-19,36849.89,2579.49,4421.99,2540,2540
A,1,2015-01-26,43716.2,5245.95,5245.94,2540,2540
A,2,2015-01-26,44378.95,3106.52,5325.47,5080,5080
A,1,2015-02-02,44306.79,5316.82,5316.81,5080,5080
A,2,2015-02-02,40261.87,2818.32,4831.42,2540,2540
A,1,2015-02-09,49741.34,5968.96,5968.96,5080,5080
A,2,2015-02-09,50999.63,3504.21,6119.96,5080,5080
A,1,2015-02-16,46822.6,5597.2,5618.71,5080,5080
A,2,2015-02-16,50727.38,3141.97,6087.29,5080,5080
A,1,2015-02-23,44634.48,5356.14,5356.14,5080,5080
A,2,2015-02-23,40598.58,2841.9,4871.83,2540,2540
A,1,2015-03-02,47151.61,5658.19,5658.19,5080,5080
A,2,2015-03-02,47623.73,2976.47,5714.85,5080,5080
A,1,2015-03-09,52727.62,6327.31,6327.31,5080,5080
A,2,2015-03-09,51114.8,3578.04,6133.78,5080,5080
A,1,2015-03-16,48216.96,5786.04,5786.04,5080,5080
A,2,2015-03-16,51101.82,3464.72,6132.22,5080,5080
A,1,2015-03-23,46298.23,5550.7,5555.79,5080,5080
A,2,2015-03-23,48345.66,3175.92,5801.48,5080,5080
A,1,2015-03-30,47782.46,5733.89,5733.9,5080,5080
A,2,2015-03-30,48695.35,3153.74,5843.44,5080,5080
A,1,2015-04-06,50422.57,6050.72,6050.71,5080,5080
A,2,2015-04-06,54308.21,3551.76,6516.99,5080,5080
A,1,2015-04-13,48162.62,5779.51,5779.51,5080,5080
A,2,2015-04-13,50185.08,3327.68,6022.21,5080,5080
A,1,2015-04-20,48595.58,5831.47,5831.47,5080,5080
A,2,2015-04-20,51831.23,3470.41,6219.75,5080,5080
A,1,2015-04-27,49772.91,5972.75,5972.75,5080,5080
A,2,2015-04-27,46101.11,3227.08,5532.13,5080,5080
A,1,2015-05-04,51506.62,6067.25,6180.79,5080,5080
A,2,2015-05-04,49791.28,3374.26,5974.95,5080,5080
A,1,2015-05-11,55845.9,6566.06,6701.51,5080,5080
A,2,2015-05-11,55722.59,3577.91,6686.71,5080,5080
A,1,2015-05-18,52893.83,6347.26,6347.26,5080,5080
A,2,2015-05-18,55456.5,3600.82,6654.78,5080,5080
A,1,2015-05-25,53153.43,6378.41,6378.41,5080,5080
A,2,2015-05-25,57674.76,3671.74,6920.97,5080,5080
A,1,2015-06-01,53067.96,6368.15,6368.16,5080,5080
A,2,2015-06-01,56608.31,3590.06,6793,5080,5080
A,1,2015-06-08,55353.32,6425.87,6642.4,5080,5080
A,2,2015-06-08,58769.48,3532.35,7052.34,5080,5080
A,1,2015-06-15,50999.96,6120,6120,5080,5080
A,2,2015-06-15,50382.97,3526.81,6045.96,5080,5080
A,1,2015-06-22,53179.5,6193.5,6381.54,5080,5080
A,2,2015-06-22,48744.52,3231.96,5849.34,5080,5080
A,1,2015-06-29,54932.13,6591.86,6591.86,5080,5080
A,2,2015-06-29,50795.47,3480.98,6095.46,5080,5080
A,1,2015-07-06,58347.52,6796.12,7001.7,5080,5080
A,2,2015-07-06,62821.22,3823.64,7538.55,5080,5080
A,1,2015-07-13,55504.9,6660.59,6660.59,5080,5080
A,2,2015-07-13,55977.24,3587.41,6717.27,5080,5080
A,1,2015-07-20,53559.88,6427.19,6427.19,5080,5080
A,2,2015-07-20,54323.72,3673.64,6518.85,5080,5080
A,1,2015-07-27,54381.69,6308.18,6525.8,5080,5080
A,2,2015-07-27,54222.08,3589.83,6506.65,5080,5080
