ALL_Supplier_ID,Store_number,Order_date,Total_weight_sum,Total_cost_sum,Carrier_Y,Carrier_X,Order_cost
B,1,2015-01-19,13822.82,967.6,967.6,1200,967.6
B,2,2015-01-19,18013.49,1080.81,1260.94,1200,1200
B,1,2015-01-26,15904.46,1113.31,1113.31,1200,1113.31
B,2,2015-01-26,21099.43,1200,1476.96,1200,1200
B,1,2015-02-02,17995.23,1200,1259.67,1200,1200
B,2,2015-02-02,18853.45,1131.21,1319.74,1200,1200
B,1,2015-02-09,19848.62,1200,1389.4,1200,1200
B,2,2015-02-09,24367.97,1200,1705.76,1200,1200
B,1,2015-02-16,21345.94,1200,1494.22,1200,1200
B,2,2015-02-16,29270.78,1200,2048.95,1200,1200
B,1,2015-02-23,18899.1,1200,1322.94,1200,1200
B,2,2015-02-23,22952.82,1200,1606.7,1200,1200
B,1,2015-03-02,20825.53,1200,1457.79,1200,1200
B,2,2015-03-02,28531.25,1200,1997.19,1200,1200
B,1,2015-03-09,16580.08,1160.61,1160.61,1200,1160.61
B,2,2015-03-09,19410.38,1164.62,1358.73,1200,1200
B,1,2015-03-16,18515.64,1200,1296.09,1200,1200
B,2,2015-03-16,25034.46,1200,1752.41,1200,1200
B,1,2015-03-23,21208.99,1200,1484.63,1200,1200
B,2,2015-03-23,26403.96,1200,1848.28,1200,1200
B,1,2015-03-30,19848.62,1200,1389.4,1200,1200
B,2,2015-03-30,27070.45,1200,1894.93,1200,1200
B,1,2015-04-06,19784.71,1200,1384.93,1200,1200
B,2,2015-04-06,26997.41,1200,1889.82,1200,1200
B,1,2015-04-13,19191.26,1200,1343.39,1200,1200
B,2,2015-04-13,26075.28,1200,1825.27,1200,1200
B,1,2015-04-20,18917.36,1200,1324.22,1200,1200
B,2,2015-04-20,25682.69,1200,1797.79,1200,1200
B,1,2015-04-27,18433.47,1200,1290.34,1200,1200
B,2,2015-04-27,22231.55,1200,1556.21,1200,1200
B,1,2015-05-04,22112.86,1200,1547.9,1200,1200
B,2,2015-05-04,25016.2,1200,1751.13,1200,1200
B,1,2015-05-11,22295.46,1200,1560.68,1200,1200
B,2,2015-05-11,28038.23,1200,1962.68,1200,1200
B,1,2015-05-18,20095.13,1200,1406.66,1200,1200
B,2,2015-05-18,27444.78,1200,1921.13,1200,1200
B,1,2015-05-25,20898.57,1200,1462.9,1200,1200
B,2,2015-05-25,28649.94,1200,2005.5,1200,1200
B,1,2015-06-01,20980.74,1200,1468.65,1200,1200
B,2,2015-06-01,28750.37,1200,2012.53,1200,1200
B,1,2015-06-08,22971.08,1200,1607.98,1200,1200
B,2,2015-06-08,31735.88,1200,2221.51,1200,1200
B,1,2015-06-15,18807.8,1200,1316.55,1200,1200
B,2,2015-06-15,20058.61,1200,1404.1,1200,1200
B,1,2015-06-22,22733.7,1200,1591.36,1200,1200
B,2,2015-06-22,26002.24,1200,1820.16,1200,1200
B,1,2015-06-29,19912.53,1200,1393.88,1200,1200
B,2,2015-06-29,24495.79,1200,1714.71,1200,1200
B,1,2015-07-06,22879.78,1200,1601.58,1200,1200
B,2,2015-07-06,31626.32,1200,2213.84,1200,1200
B,1,2015-07-13,20579.02,1200,1440.53,1200,1200
B,2,2015-07-13,28156.92,1200,1970.98,1200,1200
B,1,2015-07-20,20469.46,1200,1432.86,1200,1200
B,2,2015-07-20,25271.84,1200,1769.03,1200,1200
B,1,2015-07-27,22980.21,1200,1608.61,1200,1200
B,2,2015-07-27,26367.44,1200,1845.72,1200,1200
