ALL_Supplier_ID,Store_number,Order_date,Total_weight_sum,Total_cost_sum,Carrier_Y,Carrier_X,Order_cost
B,2,2015-03-30,48695.35,2497.5,3408.67,2400,2400
B,1,2015-04-06,50422.57,3344.65,3529.58,2400,2400
B,2,2015-04-06,54308.21,2838.64,3801.57,2400,2400
B,1,2015-04-13,48162.62,3227.99,3371.38,2400,2400
B,2,2015-04-13,50185.08,2646.59,3512.96,2400,2400
B,1,2015-04-20,48595.58,3277.47,3401.69,2400,2400
B,2,2015-04-20,51831.23,2768.91,3628.19,2400,2400
B,1,2015-04-27,49772.91,3393.77,3484.1,2400,2400
B,2,2015-04-27,46101.11,2632.17,3227.08,2400,2400
B,1,2015-05-04,51506.62,3257.57,3605.46,2400,2400
B,2,2015-05-04,49791.28,2686.5,3485.39,2400,2400
B,1,2015-05-11,55845.9,3548.53,3909.21,2400,2400
B,2,2015-05-11,55722.59,2861.06,3900.58,2400,2400
B,1,2015-05-18,52893.83,3495.91,3702.57,2400,2400
B,2,2015-05-18,55456.5,2880.71,3881.96,2400,2400
B,1,2015-05-25,53153.43,3457.84,3720.74,2400,2400
B,2,2015-05-25,57674.76,2941.49,4037.23,2400,2400
B,1,2015-06-01,53067.96,3446.1,3714.76,2400,2400
B,2,2015-06-01,56608.31,2871.48,3962.58,2400,2400
B,1,2015-06-08,55353.32,3466.76,3874.73,2400,2400
B,2,2015-06-08,58769.48,2822.02,4113.86,2400,2400
B,1,2015-06-15,50999.96,3453.45,3570,2400,2400
B,2,2015-06-15,50382.97,3019.46,3526.81,2400,2400
B,1,2015-06-22,53179.5,3331.21,3722.57,2400,2400
B,2,2015-06-22,48744.52,2564.54,3412.12,2400,2400
B,1,2015-06-29,54932.13,3651.37,3845.25,2400,2400
B,2,2015-06-29,50795.47,2777.97,3555.68,2400,2400
B,1,2015-07-06,58347.52,3682.74,4084.33,2400,2400
B,2,2015-07-06,62821.22,3071.69,4397.49,2400,2400
B,1,2015-07-13,55504.9,3644.81,3885.34,2400,2400
B,2,2015-07-13,55977.24,2869.22,3918.41,2400,2400
B,1,2015-07-20,53559.88,3516.33,3749.19,2400,2400
B,2,2015-07-20,54323.72,2943.1,3802.66,2400,2400
B,1,2015-07-27,54381.69,3398.1,3806.72,2400,2400
B,2,2015-07-27,54222.08,2871.28,3795.55,2400,2400
